21
0	0.00000	3.14159
0.05	0.15643	3.10291
0.1	0.30902	2.98783
0.15	0.45399	2.79918
0.2	0.58779	2.54160
0.25	0.70711	2.22144
0.3	0.80902	1.84658
0.35	0.89101	1.42625
0.4	0.95106	0.97081
0.45	0.98769	0.49145
0.5	1.00000	0.00000
0.55	0.98769	-0.49145
0.6	0.95106	-0.97081
0.65	0.89101	-1.42625
0.7	0.80902	-1.84658
0.75	0.70711	-2.22144
0.8	0.58779	-2.54160
0.85	0.45399	-2.79918
0.9	0.30902	-2.98783
0.95	0.15643	-3.10291
1	0.00000	-3.14159
